Buses Bio Bio,7:00,8:30,1:30,40,$5.000,
Buses Bio Bio,7:30,9:00,1:30,40,$5.000,
Buses Bio Bio,8:00,9:30,1:30,40,$5.000,
Buses Bio Bio,8:30,10:00,1:30,40,$5.000,
Buses Bio Bio,9:00,10:30,1:30,40,$5.000,
Buses Bio Bio,9:30,11:00,1:30,40,$5.000,
Buses Bio Bio,10:00,11:30,1:30,40,$5.000,
Buses Bio Bio,10:30,12:00,1:30,40,$5.000,
Buses Bio Bio,11:00,12:30,1:30,40,$5.000,
Buses Bio Bio,11:30,13:00,1:30,40,$5.000,
Buses Bio Bio,12:00,13:30,1:30,40,$5.000,
Buses Bio Bio,12:30,14:00,1:30,40,$5.000,
Buses Bio Bio,13:00,14:30,1:30,40,$5.000,
Buses Bio Bio,13:30,15:00,1:30,40,$5.000,
Buses Bio Bio,14:00,15:30,1:30,40,$5.000,
Buses Bio Bio,14:30,16:00,1:30,40,$5.000,
Buses Bio Bio,15:00,16:30,1:30,40,$5.000,
Buses Bio Bio,15:30,17:00,1:30,40,$5.000,
Buses Bio Bio,16:00,17:30,1:30,40,$5.000,
Buses Bio Bio,16:30,18:00,1:30,40,$5.000,
Buses Bio Bio,17:00,18:30,1:30,40,$5.000,
Buses Bio Bio,17:30,19:00,1:30,40,$5.000,
Buses Bio Bio,18:00,19:30,1:30,40,$5.000,
Buses Bio Bio,18:30,20:00,1:30,40,$5.000,
Buses Bio Bio,19:00,20:30,1:30,40,$5.000,
Buses Bio Bio,19:30,21:00,1:30,40,$5.000,
Buses Bio Bio,20:00,21:30,1:30,40,$5.000,
